"","TestId","TagId","Date","Time","No.Nodes","x.est","y.est","x.ci.lower","x.ci.upper","y.ci.lower","y.ci.upper","DateTime","UnixTime"
"131","344C7834 2021-08-04 19:15:00","344C7834","2021-08-04","19:15:00",5,410981.043642674,4260984.94125586,410846.823756132,411115.263529217,4260841.52681442,4261128.3556973,2021-08-04 13:15:00,1628104500
"132","344C7834 2021-08-04 19:18:00","344C7834","2021-08-04","19:18:00",5,411283.048218168,4260925.50418962,411124.403821819,411441.692614518,4260736.00799961,4261115.00037964,2021-08-04 13:18:00,1628104680
"133","344C7834 2021-08-04 19:21:00","344C7834","2021-08-04","19:21:00",5,411265.897036946,4260927.64408313,411091.463296734,411440.330777157,4260737.58178134,4261117.70638491,2021-08-04 13:21:00,1628104860
"134","344C7834 2021-08-04 19:24:00","344C7834","2021-08-04","19:24:00",5,411267.157262046,4260929.2267061,411101.9036512,411432.410872892,4260749.16277848,4261109.29063371,2021-08-04 13:24:00,1628105040
"135","344C7834 2021-08-04 19:27:00","344C7834","2021-08-04","19:27:00",5,411255.637084834,4260933.89162178,411083.807743934,411427.466425735,4260735.95993446,4261131.8233091,2021-08-04 13:27:00,1628105220
"136","344C7834 2021-08-04 19:30:00","344C7834","2021-08-04","19:30:00",5,410995.790270977,4260977.23765363,410848.504811251,411143.075730703,4260806.73957489,4261147.73573237,2021-08-04 13:30:00,1628105400
"137","344C7834 2021-08-04 19:33:00","344C7834","2021-08-04","19:33:00",5,410992.777142415,4260979.83998949,410862.35219407,411123.202090759,4260830.23181526,4261129.44816372,2021-08-04 13:33:00,1628105580
"138","344C7834 2021-08-04 19:36:00","344C7834","2021-08-04","19:36:00",5,410991.313130935,4260980.51668435,410840.093387012,411142.532874858,4260808.26214945,4261152.77121925,2021-08-04 13:36:00,1628105760
"139","344C7834 2021-08-04 19:39:00","344C7834","2021-08-04","19:39:00",5,410989.523529512,4260982.24759192,410843.557775464,411135.48928356,4260817.03699791,4261147.45818593,2021-08-04 13:39:00,1628105940
"140","344C7834 2021-08-04 19:42:00","344C7834","2021-08-04","19:42:00",5,410989.420257262,4260976.9779372,410857.333342059,411121.507172465,4260829.59900038,4261124.35687402,2021-08-04 13:42:00,1628106120
"141","344C7834 2021-08-04 19:45:00","344C7834","2021-08-04","19:45:00",5,410993.254707825,4260972.49390509,410849.538170329,411136.971245321,4260810.10578993,4261134.88202025,2021-08-04 13:45:00,1628106300
"142","344C7834 2021-08-04 19:48:00","344C7834","2021-08-04","19:48:00",5,411246.21690168,4260925.15699193,411068.206434887,411424.227368473,4260694.87238184,4261155.44160202,2021-08-04 13:48:00,1628106480
"143","344C7834 2021-08-04 19:51:00","344C7834","2021-08-04","19:51:00",5,410993.788617678,4260978.60928988,410868.358664916,411119.218570441,4260834.41617869,4261122.80240106,2021-08-04 13:51:00,1628106660
"144","344C7834 2021-08-04 19:54:00","344C7834","2021-08-04","19:54:00",4,411029.955566822,4261009.55237,410882.393974998,411177.517158647,4260773.80404147,4261245.30069853,2021-08-04 13:54:00,1628106840
"145","344C7834 2021-08-04 19:57:00","344C7834","2021-08-04","19:57:00",5,411024.839528127,4260994.35375357,410919.603977213,411130.075079042,4260804.20509229,4261184.50241485,2021-08-04 13:57:00,1628107020
"146","344C7834 2021-08-04 20:00:00","344C7834","2021-08-04","20:00:00",7,411169.422061982,4261007.59098283,411030.068757303,411308.775366661,4260874.02893091,4261141.15303475,2021-08-04 14:00:00,1628107200
"147","344C7834 2021-08-04 20:03:00","344C7834","2021-08-04","20:03:00",6,411241.532325042,4261172.40799184,411099.905260792,411383.159389292,4261056.68265012,4261288.13333357,2021-08-04 14:03:00,1628107380
"148","344C7834 2021-08-04 20:06:00","344C7834","2021-08-04","20:06:00",7,411240.862306075,4261299.98007988,411096.38515962,411385.33945253,4261166.09149383,4261433.86866592,2021-08-04 14:06:00,1628107560
"149","344C7834 2021-08-04 20:09:00","344C7834","2021-08-04","20:09:00",4,411167.821323582,4261276.85037642,411037.314239388,411298.328407777,4261166.57695843,4261387.1237944,2021-08-04 14:09:00,1628107740
"150","344C7834 2021-08-04 20:12:00","344C7834","2021-08-04","20:12:00",4,411172.504175543,4261254.60616314,411036.836848909,411308.171502176,4261128.23950409,4261380.9728222,2021-08-04 14:12:00,1628107920
