"TestId","TagId","Date","Time","No.Nodes","x.est","y.est","x.ci.lower","x.ci.upper","y.ci.lower","y.ci.upper"
"344C7834 2021-08-04 18:15:00","344C7834","2021-08-04","18:15:00",7,410902.719905907,4261897.34144557,410735.517376543,411069.92243527,4261715.26829761,4262079.41459353
"344C7834 2021-08-04 18:18:00","344C7834","2021-08-04","18:18:00",6,411006.6026475,4261911.31697261,410857.696543199,411155.508751802,4261726.6203523,4262096.01359293
"344C7834 2021-08-04 18:21:00","344C7834","2021-08-04","18:21:00",7,411079.375132641,4261926.7246196,410942.165574456,411216.584690826,4261804.43709837,4262049.01214084
"344C7834 2021-08-04 18:24:00","344C7834","2021-08-04","18:24:00",5,411347.16313791,4261655.60735295,411202.878047489,411491.448228332,4261511.83943954,4261799.37526636
"344C7834 2021-08-04 18:27:00","344C7834","2021-08-04","18:27:00",5,411202.420374827,4261794.14241651,411091.546288817,411313.294460836,4261662.87186693,4261925.4129661
"344C7834 2021-08-04 18:30:00","344C7834","2021-08-04","18:30:00",5,411343.190639956,4261673.2334393,411201.161906017,411485.219373895,4261529.8231874,4261816.6436912
"344C7834 2021-08-04 18:33:00","344C7834","2021-08-04","18:33:00",5,411176.478641629,4261797.63007839,411065.029140708,411287.928142549,4261671.28365467,4261923.9765021
"344C7834 2021-08-04 18:36:00","344C7834","2021-08-04","18:36:00",5,410991.94420781,4262016.5303998,410544.781902816,411439.106512805,4261580.82442834,4262452.23637126
"344C7834 2021-08-04 18:39:00","344C7834","2021-08-04","18:39:00",3,411347.177287166,4261637.73974262,411199.57634698,411494.778227353,4261540.15513983,4261735.32434541
"344C7834 2021-08-04 18:42:00","344C7834","2021-08-04","18:42:00",5,411189.534535739,4261811.06555779,411079.640779419,411299.428292059,4261681.26391986,4261940.86719571
"344C7834 2021-08-04 18:45:00","344C7834","2021-08-04","18:45:00",6,411096.4361211,4261833.24927683,410915.056320534,411277.815921666,4261695.03370042,4261971.46485323
"344C7834 2021-08-04 18:48:00","344C7834","2021-08-04","18:48:00",6,411105.864207764,4261820.24260054,410883.159360474,411328.569055055,4261646.05936479,4261994.42583629
"344C7834 2021-08-04 18:51:00","344C7834","2021-08-04","18:51:00",7,411139.788170789,4261773.68359862,411000.973152919,411278.60318866,4261646.07977858,4261901.28741866
"344C7834 2021-08-04 18:54:00","344C7834","2021-08-04","18:54:00",5,411082.844198484,4261618.38587664,410891.831358846,411273.857038121,4261461.88116149,4261774.89059178
"344C7834 2021-08-04 18:57:00","344C7834","2021-08-04","18:57:00",4,411036.196060151,4261231.34110247,410625.919577241,411446.47254306,4260719.5279759,4261743.15422903
"344C7834 2021-08-04 19:00:00","344C7834","2021-08-04","19:00:00",5,411014.68165301,4261270.4636792,410716.491582216,411312.871723804,4261033.66899456,4261507.25836384
"344C7834 2021-08-04 19:03:00","344C7834","2021-08-04","19:03:00",5,411030.270986183,4261256.11060326,410733.377626706,411327.16434566,4260992.48273983,4261519.73846668
"344C7834 2021-08-04 19:06:00","344C7834","2021-08-04","19:06:00",6,411197.561694978,4261059.28543397,411043.553018266,411351.57037169,4260897.5601186,4261221.01074933
"344C7834 2021-08-04 19:09:00","344C7834","2021-08-04","19:09:00",5,410676.776119173,4261132.97133152,410600.662367124,410752.889871223,4261065.27670076,4261200.66596228
"344C7834 2021-08-04 19:12:00","344C7834","2021-08-04","19:12:00",5,410991.442371899,4260981.79144909,410859.588508843,411123.296234955,4260830.84490077,4261132.7379974
"344C7834 2021-08-04 19:15:00","344C7834","2021-08-04","19:15:00",5,410981.043642674,4260984.94125586,410846.823756132,411115.263529217,4260841.52681442,4261128.3556973
"344C7834 2021-08-04 19:18:00","344C7834","2021-08-04","19:18:00",5,411283.048218168,4260925.50418962,411124.403821819,411441.692614518,4260736.00799961,4261115.00037964
"344C7834 2021-08-04 19:21:00","344C7834","2021-08-04","19:21:00",5,411265.897036946,4260927.64408313,411091.463296734,411440.330777157,4260737.58178134,4261117.70638491
"344C7834 2021-08-04 19:24:00","344C7834","2021-08-04","19:24:00",5,411267.157262046,4260929.2267061,411101.9036512,411432.410872892,4260749.16277848,4261109.29063371
"344C7834 2021-08-04 19:27:00","344C7834","2021-08-04","19:27:00",5,411255.637084834,4260933.89162178,411083.807743934,411427.466425735,4260735.95993446,4261131.8233091
"344C7834 2021-08-04 19:30:00","344C7834","2021-08-04","19:30:00",5,410995.790270977,4260977.23765363,410848.504811251,411143.075730703,4260806.73957489,4261147.73573237
"344C7834 2021-08-04 19:33:00","344C7834","2021-08-04","19:33:00",5,410992.777142415,4260979.83998949,410862.35219407,411123.202090759,4260830.23181526,4261129.44816372
"344C7834 2021-08-04 19:36:00","344C7834","2021-08-04","19:36:00",5,410991.313130935,4260980.51668435,410840.093387012,411142.532874858,4260808.26214945,4261152.77121925
"344C7834 2021-08-04 19:39:00","344C7834","2021-08-04","19:39:00",5,410989.523529512,4260982.24759192,410843.557775464,411135.48928356,4260817.03699791,4261147.45818593
"344C7834 2021-08-04 19:42:00","344C7834","2021-08-04","19:42:00",5,410989.420257262,4260976.9779372,410857.333342059,411121.507172465,4260829.59900038,4261124.35687402
"344C7834 2021-08-04 19:45:00","344C7834","2021-08-04","19:45:00",5,410993.254707825,4260972.49390509,410849.538170329,411136.971245321,4260810.10578993,4261134.88202025
"344C7834 2021-08-04 19:48:00","344C7834","2021-08-04","19:48:00",5,411246.21690168,4260925.15699193,411068.206434887,411424.227368473,4260694.87238184,4261155.44160202
"344C7834 2021-08-04 19:51:00","344C7834","2021-08-04","19:51:00",5,410993.788617678,4260978.60928988,410868.358664916,411119.218570441,4260834.41617869,4261122.80240106
"344C7834 2021-08-04 19:54:00","344C7834","2021-08-04","19:54:00",4,411029.955566822,4261009.55237,410882.393974998,411177.517158647,4260773.80404147,4261245.30069853
"344C7834 2021-08-04 19:57:00","344C7834","2021-08-04","19:57:00",5,411024.839528127,4260994.35375357,410919.603977213,411130.075079042,4260804.20509229,4261184.50241485
"344C7834 2021-08-04 20:00:00","344C7834","2021-08-04","20:00:00",7,411169.422061982,4261007.59098283,411030.068757303,411308.775366661,4260874.02893091,4261141.15303475
"344C7834 2021-08-04 20:03:00","344C7834","2021-08-04","20:03:00",6,411241.532325042,4261172.40799184,411099.905260792,411383.159389292,4261056.68265012,4261288.13333357
"344C7834 2021-08-04 20:06:00","344C7834","2021-08-04","20:06:00",7,411240.862306075,4261299.98007988,411096.38515962,411385.33945253,4261166.09149383,4261433.86866592
"344C7834 2021-08-04 20:09:00","344C7834","2021-08-04","20:09:00",4,411167.821323582,4261276.85037642,411037.314239388,411298.328407777,4261166.57695843,4261387.1237944
"344C7834 2021-08-04 20:12:00","344C7834","2021-08-04","20:12:00",4,411172.504175543,4261254.60616314,411036.836848909,411308.171502176,4261128.23950409,4261380.9728222
"344C7834 2021-08-04 20:15:00","344C7834","2021-08-04","20:15:00",6,411231.273153977,4261301.14887881,411069.607204803,411392.939103152,4261141.56289718,4261460.73486044
"344C7834 2021-08-04 20:18:00","344C7834","2021-08-04","20:18:00",6,411213.734411016,4261399.92581246,411105.608245513,411321.86057652,4261291.88701727,4261507.96460765
"344C7834 2021-08-04 20:21:00","344C7834","2021-08-04","20:21:00",7,411255.845832625,4261384.39021346,411111.661832717,411400.029832534,4261207.37352075,4261561.40690617
"344C7834 2021-08-04 20:24:00","344C7834","2021-08-04","20:24:00",7,411188.996182158,4261374.81655598,411042.761989386,411335.230374929,4261194.64174629,4261554.99136567
"344C7834 2021-08-04 20:27:00","344C7834","2021-08-04","20:27:00",6,411364.048656955,4261371.24539183,411193.200312301,411534.897001609,4261192.80964463,4261549.68113903
"344C7834 2021-08-04 20:30:00","344C7834","2021-08-04","20:30:00",6,411357.352358324,4261361.82173936,411315.005770931,411399.698945716,4261320.32337583,4261403.32010288
"344C7834 2021-08-04 20:33:00","344C7834","2021-08-04","20:33:00",6,411388.02200137,4261398.59712217,411335.857237093,411440.186765647,4261333.96103806,4261463.23320629
"344C7834 2021-08-04 20:36:00","344C7834","2021-08-04","20:36:00",7,411367.939819185,4261359.34883846,411273.479406325,411462.400232046,4261270.01450035,4261448.68317657
"344C7834 2021-08-04 20:39:00","344C7834","2021-08-04","20:39:00",5,411529.137087465,4261366.10043603,411371.048865619,411687.22530931,4261212.39636161,4261519.80451046
"344C7834 2021-08-04 20:42:00","344C7834","2021-08-04","20:42:00",7,411376.97208156,4261073.80158575,411236.207016801,411517.737146318,4260943.38271101,4261204.2204605
"344C7834 2021-08-04 20:45:00","344C7834","2021-08-04","20:45:00",7,411361.022979181,4261094.66989627,411250.244167038,411471.801791324,4260995.61221392,4261193.72757862
"344C7834 2021-08-04 20:48:00","344C7834","2021-08-04","20:48:00",7,411370.560671156,4261359.04393651,411231.756540703,411509.364801609,4261226.13918503,4261491.94868799
"344C7834 2021-08-04 20:51:00","344C7834","2021-08-04","20:51:00",6,410811.535503165,4261222.14472376,410651.218908929,410971.852097401,4261046.97156602,4261397.31788149
"344C7834 2021-08-04 20:54:00","344C7834","2021-08-04","20:54:00",6,411471.667373234,4261593.58957531,411251.488252993,411691.846493474,4261393.59907912,4261793.58007151
"344C7834 2021-08-04 20:57:00","344C7834","2021-08-04","20:57:00",6,411334.86671373,4261704.91340791,411199.760941008,411469.972486451,4261570.79862704,4261839.02818877
"344C7834 2021-08-04 21:00:00","344C7834","2021-08-04","21:00:00",4,410827.07047929,4261604.7515766,410609.795257289,411044.345701291,4261464.07304368,4261745.43010952
"344C7834 2021-08-04 21:03:00","344C7834","2021-08-04","21:03:00",3,410602.4942199,4261341.1868721,410423.008419321,410781.980020478,4261170.55401192,4261511.81973227
"344C7834 2021-08-04 22:15:00","344C7834","2021-08-04","22:15:00",3,411373.658387402,4261128.14405719,410334.896985318,412412.419789485,4260309.40901852,4261946.87909586
